TeamID,TeamCode,TeamName,TeamImage,PlayerName,PlayerImage,PlayerID,BattingType,BowlingProficiency,PlayerSkill,IsCaptain,IsViceCaptain,IsWK,IsNonDomestic,Season
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Aaron Finch,https://scores.iplt20.com/ipl/playerimages/3-small.png,2018-wicb00000000003-abaf30dee99a11,Right Hand Batsman,Left Arm Orthodox,Batsman,0,0,0,1,2022
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Abdul Samad,https://scores.iplt20.com/ipl/playerimages/r4QabEK0yx1711172786525.png,2020-100mb00000000525-4d2e1ac6639511,Right Hand Batsman,Right Arm Leg Spinner,All Rounder,0,0,0,0,2024
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Abdul Samad,https://scores.iplt20.com/ipl/playerimages/525-small.png,2020-100mb00000000525-4d2e1ac6639511,Right Hand Batsman,Right Arm Leg Spinner,All Rounder,0,0,0,0,2022
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Abdul Samad,https://scores.iplt20.com/ipl/playerimages/Fzmtf2TEeX1680425936525.png,2020-100mb00000000525-4d2e1ac6639511,Right Hand Batsman,Right Arm Leg Spinner,All Rounder,0,0,0,0,2023
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Abhijeet Tomar,https://scores.iplt20.com/ipl/playerimages/984-small.png,2022-100mb00000000984-b036400fa44811,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2022
35,GT,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Abhinav Manohar,https://scores.iplt20.com/ipl/playerimages/juzriHTJzy1711263526974.png,2022-100mb00000000974-314d9cf0a44611,Right Hand Batsman,Right Arm Leg Spinner,Batsman,0,0,0,0,2024
35,GT,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Abhinav Manohar,https://scores.iplt20.com/ipl/playerimages/974-small.png,2022-100mb00000000974-314d9cf0a44611,Right Hand Batsman,Right Arm Leg Spinner,Batsman,0,0,0,0,2022
35,GT,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Abhinav Manohar,https://scores.iplt20.com/ipl/playerimages/JFGntCsKBZ1680264092974.png,2022-100mb00000000974-314d9cf0a44611,Right Hand Batsman,Right Arm Leg Spinner,Batsman,0,0,0,0,2023
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Abhishek Sharma,https://scores.iplt20.com/ipl/playerimages/dQpGnjmPeu1711172702212.png,2019-100mb00000000212-9df3a24d44bc11,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2024
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Abhishek Sharma,https://scores.iplt20.com/ipl/playerimages/212-small.png,2019-100mb00000000212-9df3a24d44bc11,Left Hand Batsman,Left Arm Orthodox,Bowler,0,0,0,0,2022
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Abhishek Sharma,https://scores.iplt20.com/ipl/playerimages/w60MOWiMm31680425749212.png,2019-100mb00000000212-9df3a24d44bc11,Left Hand Batsman,Left Arm Orthodox,Bowler,0,0,0,0,2023
18,RR,Rajasthan Royals,https://scores.iplt20.com/ipl/teamlogos/RR.png,Abid Mushtaq,https://scores.iplt20.com/ipl/playerimages/SXL7rRJHQz17123970211591.png,2022-100mb00000001591-2cd1bb745b5711,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2024
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Abishek Porel,https://scores.iplt20.com/ipl/playerimages/,2022-100mb00000001580-2e206f715b5511,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,1,1,2023
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Abishek Porel,https://scores.iplt20.com/ipl/playerimages/D4DPR8Shji17111708931580.png,2022-100mb00000001580-2e206f715b5511,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,0,0,2024
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Abishek Porel,https://scores.iplt20.com/ipl/playerimages/ztIQQhY5OH16812194131580.png,2022-100mb00000001580-2e206f715b5511,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,0,0,2023
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Adam Milne,https://scores.iplt20.com/ipl/playerimages/LPNvqUw0qS1666166247157.png,2019-100mb00000000157-1c991f1e44ac11,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2022
18,RR,Rajasthan Royals,https://scores.iplt20.com/ipl/teamlogos/RR.png,Adam Zampa,https://scores.iplt20.com/ipl/playerimages/fXIdz2LzVj168035227324.png,2018-100mb00000000024-431d2bf7e99d11,Right Hand Batsman,Right Arm Leg Spinner,Bowler,0,0,0,1,2023
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Adil Rashid,https://scores.iplt20.com/ipl/playerimages/t50DEtbVk11680425908311.png,2019-100mb00000000311-daebf48c7aee11,Right Hand Batsman,Right Arm Leg Spinner,Bowler,0,0,0,1,2023
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Aiden Markram,https://scores.iplt20.com/ipl/playerimages/ghtfWzWaCR1680425856287.png,2019-100mb00000000287-ca1a6bb17ae311,Right Hand Batsman,Right Arm Off Spinner,Batsman,1,0,0,1,2023
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Aiden Markram,https://scores.iplt20.com/ipl/playerimages/YtVGIjij0f1711172711287.png,2019-100mb00000000287-ca1a6bb17ae311,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,1,2024
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Aiden Markram,https://scores.iplt20.com/ipl/playerimages/287-small.png,2019-100mb00000000287-ca1a6bb17ae311,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,1,2022
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Ajay Mandal,https://scores.iplt20.com/ipl/playerimages/yzE5GRrzuC17114574311931.png,2023-100mb00000001931-e9cd8527c3fa11,Left Hand Batsman,Left Arm Orthodox,Bowler,0,0,0,0,2024
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Ajinkya Rahane,https://scores.iplt20.com/ipl/playerimages/h2N0wRWbTD168026797344.png,2018-100mb00000000044-e03a43dbf88a11,Right Hand Batsman,Right Arm Medium Pace,Batsman,0,0,0,0,2023
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Ajinkya Rahane,https://scores.iplt20.com/ipl/playerimages/kgmWgHr8dK171100735244.png,2018-100mb00000000044-e03a43dbf88a11,Right Hand Batsman,Right Arm Medium Pace,Batsman,0,0,0,0,2024
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Ajinkya Rahane,https://scores.iplt20.com/ipl/playerimages/44-small.png,2018-100mb00000000044-e03a43dbf88a11,Right Hand Batsman,Right Arm Medium Pace,Batsman,0,0,0,0,2022
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Akash Deep,https://scores.iplt20.com/ipl/playerimages/Jiep8yO6zz17110078791007.png,2022-100mb00000001007-1363a306a45011,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2024
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Akash Deep,https://scores.iplt20.com/ipl/playerimages/1007-small.png,2022-100mb00000001007-1363a306a45011,Right Hand Batsman,Right Arm Medium Pace,All Rounder,0,0,0,0,2022
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Akash Deep,https://scores.iplt20.com/ipl/playerimages/WRnhNh2yHe16803499841007.png,2022-100mb00000001007-1363a306a45011,Right Hand Batsman,Right Arm Medium Pace,All Rounder,0,0,0,0,2023
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Akash Madhwal,https://scores.iplt20.com/ipl/playerimages/IwmjA0839y17112084651045.png,2022-100mb00000001045-ff63138dd51a11,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2024
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Akash Madhwal,https://scores.iplt20.com/ipl/playerimages/MqF5io0DDi16804268431045.png,2022-100mb00000001045-ff63138dd51a11,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2023
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Akash Singh,https://scores.iplt20.com/ipl/playerimages/,2020-100mb00000000535-66ae8e79639911,Right Hand Batsman,Left Arm Fast Medium,Bowler,0,0,0,0,2023
18,RR,Rajasthan Royals,https://scores.iplt20.com/ipl/teamlogos/RR.png,Akash Vasisht,https://scores.iplt20.com/ipl/playerimages/DVWGdLyRZ516803521961938.png,2023-100mb00000001938-4725b75cc40211,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2023
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Akeal Hosein,https://scores.iplt20.com/ipl/playerimages/iJb642TiPP1680425810722.png,2021-100mb00000000722-c2b14507340811,Left Hand Batsman,Left Arm Orthodox,Bowler,0,0,0,1,2023
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Alzarri Joseph,https://scores.iplt20.com/ipl/playerimages/tvFHwpHaWu1711008131229.png,2019-100mb00000000229-75a4b0a0516011,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2024
35,GT,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Alzarri Joseph,https://scores.iplt20.com/ipl/playerimages/229-small.png,2019-100mb00000000229-75a4b0a0516011,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2022
35,GT,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Alzarri Joseph,https://scores.iplt20.com/ipl/playerimages/vk7ady8MqJ1680264237229.png,2019-100mb00000000229-75a4b0a0516011,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2023
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Aman Khan,https://scores.iplt20.com/ipl/playerimages/sgWildWRVk1680326407979.png,2022-100mb00000000979-7a91699fa44711,Right Hand Batsman,Right Arm Medium Pace,All Rounder,0,0,0,0,2023
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Ambati Rayudu,https://scores.iplt20.com/ipl/playerimages/FOxLIWxj3q168026813960.png,2019-100mb00000000060-7861780c161111,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2023
