BallID,BallUniqueID,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,StrikerID,NonStrikerID,BatsManName,BowlerID,BowlerName,BowlerType,OverNo,OverName,BallNo,Runs,BallRuns,RunsText,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,VideoFile,IsBowlerWicket,CommentOver,BallName,CommentStrikers,NewCommentry,Commentry,UPDCommentry,Day,SESSION_NO,IsExtra,OutBatsManID,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,HatCheck,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
E9C72D29-55B9-4D49-902F-745FCC079066,599363.0,1.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000170-9429250944ae11,2019-100mb00000000156-a6b6f42c44aa11,Quinton De Kock,2018-100mb00000000036-2af54408f88a11,Josh Hazlewood,,1,One,1,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over1-Ball1.mp4,0.0,Over 0.1,0.1,Josh Hazlewood TO Quinton De Kock,Josh Hazlewood to Quinton De Kock - DOT BALL !!!,"Josh Hazlewood bowling to Quinton De Kock, good length ball, pitching on leg stump, Quinton De Kock plays a defensive shot on back foot, no run towards Short Covers","<p>Josh Hazlewood bowling to Quinton De Kock,&nbsp; <span style=""color:#c0392b""><strong>IPL 18 HERE WE GO! </strong></span>good length ball, pitching on leg stump, Quinton De Kock plays a defensive shot on back foot, no runtowards Short Covers</p>
",1.0,1.0,0.0,,599363.0,54.0,3.5,0.0,0.0,,38.0,STRAIGHT BALL,50.0,BACKFOOT DEFENCE,0.0,0.0,1.0,0.0,0.0,0.0,Leg stump,Good Length,1.0,2018-100mb00000000036-2af54408f88a11 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C56B0DB1-E21C-4C3A-A463-9943A428BF88,599364.0,2.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000170-9429250944ae11,2019-100mb00000000156-a6b6f42c44aa11,Quinton De Kock,2018-100mb00000000036-2af54408f88a11,Josh Hazlewood,,1,One,2,4,4,Four,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over1-Ball2.mp4,0.0,Over 0.2,0.2,Josh Hazlewood TO Quinton De Kock,Josh Hazlewood to Quinton De Kock - FOUR RUNS !!!,"Josh Hazlewood bowling to Quinton De Kock, short of good length ball, pitching on leg stump, Quinton De Kock plays an aggressive square drive on back foot for 4 runs towards Deep Point","<p>Josh Hazlewood bowling to Quinton De Kock, <span style=""color:#8e44ad""><strong>BOUNDARY NUMBER ONE IN THE IPL 2025&nbsp;</strong></span> short of good length ball, pitching on leg stump, Quinton De Kock playing a delightful cover drive, sends the ball to the ropes at the extra cover region for four runs. A classy shot from the <strong>southpaw </strong>to start his innings</p>
",1.0,1.0,0.0,,599364.0,168.5,-54.0,4.0,0.0,,38.0,STRAIGHT BALL,16.0,BACKFOOT SQUARE DRIVE,0.0,0.0,2.0,0.0,4.0,0.0,Leg stump,Short of Good Length,0.0,2018-100mb00000000036-2af54408f88a11 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D81068B0-FDD2-4449-95D7-6ED1345E8CD6,599365.0,3.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000170-9429250944ae11,2019-100mb00000000156-a6b6f42c44aa11,Quinton De Kock,2018-100mb00000000036-2af54408f88a11,Josh Hazlewood,,1,One,3,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over1-Ball3.mp4,0.0,Over 0.3,0.3,Josh Hazlewood TO Quinton De Kock,Josh Hazlewood to Quinton De Kock - DOT BALL !!!,"Josh Hazlewood bowling to Quinton De Kock, short of good length ball, pitching outside leg stump, Quinton De Kock uncomfortably  plays an aggressive pull shot on the back foot, no run","<p>Josh Hazlewood bowling to Quinton De Kock, short of good length ball, pitching outside leg stump, Quinton De Kock goes for a big heave and the ball takes flight straight up in the air...... and dropped&nbsp;</p>
",1.0,1.0,0.0,,599365.0,-72.5,33.0,0.0,0.0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2025/Kolkata-Knight-Riders-VS-Royal-Challengers-Bengaluru-(22-Mar-2025)/File_1-1-599365.png,38.0,STRAIGHT BALL,58.0,BACKFOOT PULL SHOT,0.0,0.0,3.0,0.0,4.0,0.0,Outside Leg stump,Short of Good Length,0.0,2018-100mb00000000036-2af54408f88a11 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C55B0A67-733A-4CFA-943E-0F0D3F6EA277,599366.0,4.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000170-9429250944ae11,2019-100mb00000000156-a6b6f42c44aa11,Quinton De Kock,2018-100mb00000000036-2af54408f88a11,Josh Hazlewood,,1,One,4,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over1-Ball4.mp4,0.0,Over 0.4,0.4,Josh Hazlewood TO Quinton De Kock,Josh Hazlewood to Quinton De Kock - DOT BALL !!!,"Josh Hazlewood bowling to Quinton De Kock, short of good length ball, pitching on leg stump, Quinton De Kock offers no shot","Josh Hazlewood bowling to Quinton De Kock, short of good length ball, pitching on leg stump, Quinton De Kock offers no shot",1.0,1.0,0.0,,599366.0,-72.5,33.0,0.0,0.0,,30.0,ANGLED ACROSS,105.0,LEFT ALONE,0.0,0.0,4.0,0.0,4.0,0.0,Leg stump,Short of Good Length,0.0,2018-100mb00000000036-2af54408f88a11 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2158123-F57D-4E71-B101-ACB7A2DF4C59,599367.0,5.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000170-9429250944ae11,2019-100mb00000000156-a6b6f42c44aa11,Quinton De Kock,2018-100mb00000000036-2af54408f88a11,Josh Hazlewood,,1,One,5,0 WK,W,Wicket,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Caught,WICKET,KKRVSRCB22032025-KKR-Inn1-Over1-Ball5.mp4,1.0,Over 0.5,0.5,Josh Hazlewood TO Quinton De Kock,Josh Hazlewood to Quinton De Kock Wicket ,"Josh Hazlewood bowling to Quinton De Kock, short of good length ball, pitching on leg stump, Quinton De Kock plays an aggressive cut shot WICKET Quinton De Kock c Jitesh Sharma b Josh Hazlewood (Kolkata Knight Riders 4 Runs for 1 wickets) towards Wicket Keeper","<p>Josh Hazlewood bowling to Quinton De Kock, <span style=""color:#c0392b""><strong>EDGED AND GONE!&nbsp;</strong></span> short of good length ball, pitching on leg stump, Quinton De Kock goes for his trademark cut but Hazlewood&#39;s magic seems to outdo QDK, inside edge and gloved safe behind the stumps. That&#39;s the first wicket of the game and RCB are elated&nbsp;<br />
<br />
<strong>WICKET Quinton De Kock c Jitesh Sharma b Josh Hazlewood (Kolkata Knight Riders 4 Runs for 1 wickets)</strong></p>
<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">It&#39;s all happening here ????<br><br>First wicket of <a href=""https://twitter.com/hashtag/TATAIPL?src=hash&amp;ref_src=twsrc%5Etfw"">#TATAIPL</a> 2025 ????????<br><br>And it goes to Josh Hazlewood ??<br><br>Updates ? <a href=""https://t.co/C9xIFpQ63P"">https://t.co/C9xIFpQ63P</a><a href=""https://twitter.com/hashtag/TATAIPL?src=hash&amp;ref_src=twsrc%5Etfw"">#TATAIPL</a> | <a href=""https://twitter.com/hashtag/KKRvRCB?src=hash&amp;ref_src=twsrc%5Etfw"">#KKRvRCB</a> | <a href=""https://twitter.com/RCBTweets?ref_src=twsrc%5Etfw"">@RCBTweets</a> <a href=""https://t.co/ZRb8eujIHA"">pic.twitter.com/ZRb8eujIHA</a></p>&mdash; IndianPremierLeague (@IPL) <a href=""https://twitter.com/IPL/status/1903450140431544359?ref_src=twsrc%5Etfw"">March 22, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>
",1.0,1.0,0.0,2019-100mb00000000170-9429250944ae11,599367.0,-72.5,33.0,0.0,0.0,,38.0,STRAIGHT BALL,36.0,CUT SHOT,0.0,0.0,5.0,0.0,4.0,1.0,Leg stump,Short of Good Length,1.0,2018-100mb00000000036-2af54408f88a11 - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B8389AEE-C9DE-497A-B857-C058DDFD42A3,599368.0,6.0,1799,1,16.0,Kolkata Knight Riders,2018-100mb00000000044-e03a43dbf88a11,2019-100mb00000000156-a6b6f42c44aa11,Ajinkya Rahane,2018-100mb00000000036-2af54408f88a11,Josh Hazlewood,,1,One,6,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over1-Ball6.mp4,0.0,Over 0.6,0.6,Josh Hazlewood TO Ajinkya Rahane,Josh Hazlewood to Ajinkya Rahane - DOT BALL !!!,"Josh Hazlewood bowling to Ajinkya Rahane, good length ball, pitching outside off stump, Ajinkya Rahane plays a forward defensive shot, no run towards Short Mid-Wicket","Josh Hazlewood bowling to Ajinkya Rahane, good length ball, pitching outside off stump, Ajinkya Rahane plays a forward defensive shot, no run towards Short Mid-Wicket",1.0,1.0,0.0,,599368.0,59.5,37.5,0.0,0.0,,39.0,ANGLED IN,49.0,FORWARD DEFENCE,0.0,0.0,6.0,0.0,4.0,1.0,Outside Off stump,Good Length,2.0,2018-100mb00000000036-2af54408f88a11 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EF47EE71-A7DC-4F44-B98C-29EDCDB47715,599369.0,1.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000156-a6b6f42c44aa11,2018-100mb00000000044-e03a43dbf88a11,Sunil Narine,2022-100mb00000000978-bc824605a44611,Yash Dayal,,2,Two,1,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over2-Ball1.mp4,0.0,Over 1.1,1.1,Yash Dayal TO Sunil Narine,Yash Dayal to Sunil Narine - DOT BALL !!!,"Yash Dayal bowling to Sunil Narine, short of good length ball, pitching on off stump, Sunil Narine uncomfortably  leg glances it, no run","<p>Yash Dayal bowling to Sunil Narine, <span style=""color:#c0392b""><strong>DAYAL FROM THE OTHER END&nbsp;</strong></span> short of good length ball, pitching on off stump, Sunil Narine uncomfortably leg glances it, no run</p>
",1.0,1.0,0.0,,599369.0,59.5,37.5,0.0,0.0,,39.0,ANGLED IN,54.0,LEG GLANCE,0.0,0.0,1.0,1.0,4.0,1.0,Off stump,Short of Good Length,3.0,2022-100mb00000000978-bc824605a44611 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDC6CEF7-8A11-45BD-8437-730951367635,599370.0,2.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000156-a6b6f42c44aa11,2018-100mb00000000044-e03a43dbf88a11,Sunil Narine,2022-100mb00000000978-bc824605a44611,Yash Dayal,,2,Two,2,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over2-Ball2.mp4,0.0,Over 1.2,1.2,Yash Dayal TO Sunil Narine,Yash Dayal to Sunil Narine - DOT BALL !!!,"Yash Dayal bowling to Sunil Narine, yorker ball, pitching on leg stump, Sunil Narine plays a defensive forward push, no run towards Pitch","Yash Dayal bowling to Sunil Narine, yorker ball, pitching on leg stump, Sunil Narine plays a defensive forward push, no run towards Pitch",1.0,1.0,0.0,,599370.0,1.5,69.0,0.0,0.0,,39.0,ANGLED IN,27.0,FORWARD PUSH,0.0,0.0,2.0,1.0,4.0,1.0,Leg stump,Yorker,0.0,2022-100mb00000000978-bc824605a44611 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912ED6F9-894A-46F4-9C45-92D3EE0F56B4,599371.0,3.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000156-a6b6f42c44aa11,2018-100mb00000000044-e03a43dbf88a11,Sunil Narine,2022-100mb00000000978-bc824605a44611,Yash Dayal,,2,Two,3,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over2-Ball3.mp4,0.0,Over 1.3,1.3,Yash Dayal TO Sunil Narine,Yash Dayal to Sunil Narine - DOT BALL !!!,"Yash Dayal bowling to Sunil Narine, short of good length ball, pitching outside off stump, Sunil Narine offers no shot","Yash Dayal bowling to Sunil Narine, short of good length ball, pitching outside off stump, Sunil Narine offers no shot",1.0,1.0,0.0,,599371.0,1.5,69.0,0.0,0.0,,42.0,OUTSWINGER,105.0,LEFT ALONE,0.0,0.0,3.0,1.0,4.0,1.0,Outside Off stump,Short of Good Length,0.0,2022-100mb00000000978-bc824605a44611 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA7A7303-CF51-4CC6-9DA8-25B395AA164D,599372.0,4.0,1799,1,16.0,Kolkata Knight Riders,2019-100mb00000000156-a6b6f42c44aa11,2018-100mb00000000044-e03a43dbf88a11,Sunil Narine,2022-100mb00000000978-bc824605a44611,Yash Dayal,,2,Two,4,0,0,Zero,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KKRVSRCB22032025-KKR-Inn1-Over2-Ball4.mp4,0.0,Over 1.4,1.4,Yash Dayal TO Sunil Narine,Yash Dayal to Sunil Narine - DOT BALL !!!,"Yash Dayal bowling to Sunil Narine, full length ball, pitching outside off stump, Sunil Narine plays an aggressive cover drive on the front foot, straight to the fielder  towards Covers","Yash Dayal bowling to Sunil Narine, full length ball, pitching outside off stump, Sunil Narine plays an aggressive cover drive on the front foot, straight to the fielder  towards Covers",1.0,1.0,0.0,,599372.0,84.0,18.0,0.0,0.0,,42.0,OUTSWINGER,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,4.0,1.0,4.0,1.0,Outside Off stump,Full Length,0.0,2022-100mb00000000978-bc824605a44611 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
